name,email,date_of_birth,mobile_no,first_name,last_name,no_name,date_of_birth_clean,above_18,mobile_validation,age_validation,email_validation
Ariel Morgan,Ariel_Morgan@fox.net,1961-11-22,727251,Ariel,Morgan,False,19611122,True,False,True,True
Miguel Gutierrez,Miguel_Gutierrez@thomas.info,1985-04-09,605847,Miguel,Gutierrez,False,19850409,True,False,True,False
Justin Whitaker,Justin_Whitaker@dominguez-reynolds.com,09/25/1997,611439,Justin,Whitaker,False,19970925,True,False,True,True
Kelly Munoz,Kelly_Munoz@nash.com,03-04-1982,77711,Kelly,Munoz,False,19820403,True,False,True,True
Katherine Lawson,Katherine_Lawson@watson.com,07/06/1964,9744127,Katherine,Lawson,False,19640706,True,False,True,True
Catherine Richards,Catherine_Richards@glass.org,2006-11-18,6703852,Catherine,Richards,False,20061118,False,False,False,False
Kelly Porter,Kelly_Porter@sloan-middleton.com,1982/09/15,4300955,Kelly,Porter,False,19820915,True,False,True,True
Daniel Perez,Daniel_Perez@hill.com,09/04/2018,8979 6811,Daniel,Perez,False,20180904,False,False,False,True
Mark Rodriguez,Mark_Rodriguez@anderson.info,05/02/2005,5660635,Mark,Rodriguez,False,20050502,False,False,False,False
Joseph Riggs,Joseph_Riggs@mckee-williams.com,2018/06/23,383799,Joseph,Riggs,False,20180623,False,False,False,True
Elizabeth Young,Elizabeth_Young@rogers.org,1988/03/30,8826350,Elizabeth,Young,False,19880330,True,False,True,False
Cory Garcia,Cory_Garcia@evans-benson.com,02/02/1955,8655 5943,Cory,Garcia,False,19550202,True,False,True,True
Richard Hall,Richard_Hall@brown-leon.com,03/25/1999,968859,Richard,Hall,False,19990325,True,False,True,True
Nicole Adams,Nicole_Adams@thompson-mendoza.com,1999-02-14,3249520,Nicole,Adams,False,19990214,True,False,True,True
Jennifer Williams,Jennifer_Williams@king-mercado.com,1957-08-25,310563,Jennifer,Williams,False,19570825,True,False,True,True
Steven Turner,Steven_Turner@cooper.biz,09-06-1987,24556,Steven,Turner,False,19870609,True,False,True,False
Janet Meyer,Janet_Meyer@vaughn.biz,1968/11/17,950907,Janet,Meyer,False,19681117,True,False,True,False
Anna Torres,Anna_Torres@fuller-reynolds.com,1972/06/07,68226,Anna,Torres,False,19720607,True,False,True,True
Lindsey Gould MD,Lindsey_Gould@navarro-carson.info,09/17/1974,7246457,Lindsey Gould,MD,False,19740917,True,False,True,False
Jillian White,Jillian_White@fernandez-reed.com,09/03/2015,684501,Jillian,White,False,20150903,False,False,False,True
Angela Hill,Angela_Hill@sampson-robles.net,22-01-1974,3004366,Angela,Hill,False,19740122,True,False,True,True
Michael Jackson,Michael_Jackson@wilson.com,12-04-1992,84506,Michael,Jackson,False,19920412,True,False,True,True
Brandi Campbell MD,Brandi_Campbell@potts-alexander.com,29-04-1980,45351,Brandi Campbell,MD,False,19800429,True,False,True,True
Nancy Aguilar,Nancy_Aguilar@davis-johnson.com,02-06-1987,1720580,Nancy,Aguilar,False,19870602,True,False,True,True
Gregory Garcia,Gregory_Garcia@cox.biz,04-02-2005,192549,Gregory,Garcia,False,20050204,False,False,False,False
Ryan Hood,Ryan_Hood@turner.com,1959/06/15,56151,Ryan,Hood,False,19590615,True,False,True,True
April Garza,April_Garza@lopez-simpson.biz,10/21/1971,41506,April,Garza,False,19711021,True,False,True,False
Caleb Hayes,Caleb_Hayes@gallagher.com,1992-07-14,4269462,Caleb,Hayes,False,19920714,True,False,True,True
Frank Villegas,Frank_Villegas@johnson-mitchell.com,2005-01-17,71487247,Frank,Villegas,False,20050117,False,True,False,True
John Gutierrez,John_Gutierrez@olson.com,1961-11-22,274101,John,Gutierrez,False,19611122,True,False,True,True
Denise Dominguez,Denise_Dominguez@long.com,06/28/1966,2823 5547,Denise,Dominguez,False,19660628,True,False,True,True
Stacy Curtis,Stacy_Curtis@nicholson-gray.com,11-12-1989,520107,Stacy,Curtis,False,19891211,True,False,True,True
Michael Ramirez,Michael_Ramirez@carlson-becker.info,1984-12-25,5668706,Michael,Ramirez,False,19841225,True,False,True,False
Joy Estrada,Joy_Estrada@duran-miller.com,10/07/1967,89066,Joy,Estrada,False,19671007,True,False,True,True
Kimberly Brewer,Kimberly_Brewer@smith-lopez.com,07/16/2015,92931,Kimberly,Brewer,False,20150716,False,False,False,True
Mrs. Amber Mcguire,Amber_Mcguire@burton-franklin.net,01/11/1956,706881,Amber,Mcguire,False,19560111,True,False,True,True
Cynthia Vargas MD,Cynthia_Vargas@gonzalez.com,07/30/2007,25946,Cynthia Vargas,MD,False,20070730,False,False,False,True
Daniel Rowland,Daniel_Rowland@parker.org,07/08/1952,16381,Daniel,Rowland,False,19520708,True,False,True,False
Christopher Mcneil,Christopher_Mcneil@villarreal-reed.com,1975-03-14,68631,Christopher,Mcneil,False,19750314,True,False,True,True
Ruben Rodriguez,Ruben_Rodriguez@lopez.info,10/16/2017,4050327,Ruben,Rodriguez,False,20171016,False,False,False,False
Lisa Johnson,Lisa_Johnson@gonzales.com,2011/01/25,9043273,Lisa,Johnson,False,20110125,False,False,False,True
Paula Liu,Paula_Liu@grimes-russell.com,15-06-1966,79541,Paula,Liu,False,19660615,True,False,True,True
Timothy Aguilar,Timothy_Aguilar@perez-hayes.com,16-05-1961,561339,Timothy,Aguilar,False,19610516,True,False,True,True
Hunter Gibson,Hunter_Gibson@foster.com,02/27/1962,1258594,Hunter,Gibson,False,19620227,True,False,True,True
Heather Baldwin,Heather_Baldwin@benjamin.com,05-09-1951,332337,Heather,Baldwin,False,19510905,True,False,True,True
William Washington,William_Washington@adams-stewart.com,1956-06-25,535299,William,Washington,False,19560625,True,False,True,True
Todd Morris,Todd_Morris@wilcox-fox.biz,2000/04/26,600765,Todd,Morris,False,20000426,True,False,True,False
Danielle Herring,Danielle_Herring@osborn-diaz.org,11/06/2004,6663735,Danielle,Herring,False,20041106,False,False,False,False
Jennifer Buck,Jennifer_Buck@wiley-campbell.info,16-06-1950,590529,Jennifer,Buck,False,19500616,True,False,True,False
Mr. Ryan Guzman,Ryan_Guzman@walker-hudson.biz,1962-10-16,79930919,Ryan,Guzman,False,19621016,True,True,True,False
Tanner Flores,Tanner_Flores@clark.com,14-07-2010,63836,Tanner,Flores,False,20100714,False,False,False,True
Lisa Gilbert,Lisa_Gilbert@campbell.com,11/24/1972,4724000,Lisa,Gilbert,False,19721124,True,False,True,True
Nichole Martin,Nichole_Martin@valdez.biz,06/02/2008,36196,Nichole,Martin,False,20080602,False,False,False,False
Joseph Owen,Joseph_Owen@cole.com,1961-05-02,57396,Joseph,Owen,False,19610502,True,False,True,True
Sandra Dyer,Sandra_Dyer@chavez-robertson.com,02-09-1952,89961,Sandra,Dyer,False,19520902,True,False,True,True
Regina Smith,Regina_Smith@blanchard.com,1982/05/07,615945,Regina,Smith,False,19820507,True,False,True,True
Jonathan Gomez,Jonathan_Gomez@stafford.com,08/26/1964,34801,Jonathan,Gomez,False,19640826,True,False,True,True
Amy Smith,Amy_Smith@combs.com,2017-02-07,95706,Amy,Smith,False,20170207,False,False,False,True
Mrs. Shirley Ruiz,Shirley_Ruiz@house-gay.com,08/12/1972,2375 9691,Shirley,Ruiz,False,19720812,True,False,True,True
Dr. Melissa Wilson,Melissa_Wilson@smith.com,08/13/1966,471729,Melissa,Wilson,False,19660813,True,False,True,True
Sean Sharp DDS,Sean_Sharp@campbell-armstrong.biz,05/25/2003,4026674,Sean Sharp,DDS,False,20030525,False,False,False,False
Mandy Richards,Mandy_Richards@jackson.info,1967/09/20,99191,Mandy,Richards,False,19670920,True,False,True,False
Jonathan Cole,Jonathan_Cole@villarreal-olsen.net,2002/06/23,9312815,Jonathan,Cole,False,20020623,True,False,True,True
Bobby Young,Bobby_Young@murillo-mcmillan.com,11/10/2007,7957643,Bobby,Young,False,20071110,False,False,False,True
Julie Short,Julie_Short@powell.org,03/03/1972,862947,Julie,Short,False,19720303,True,False,True,False
Whitney Camacho,Whitney_Camacho@johnson.com,07-03-1997,7701590,Whitney,Camacho,False,19970307,True,False,True,True
Shawn Fox,Shawn_Fox@jones-soto.biz,01/27/1951,557199,Shawn,Fox,False,19510127,True,False,True,False
Anthony Vang,Anthony_Vang@rush.net,1984-01-20,918759,Anthony,Vang,False,19840120,True,False,True,True
Matthew Taylor,Matthew_Taylor@tran.com,1955/01/10,5156593,Matthew,Taylor,False,19550110,True,False,True,True
Heather Baird,Heather_Baird@lloyd.info,29-08-1977,45426,Heather,Baird,False,19770829,True,False,True,False
Angela Christensen,Angela_Christensen@johnston-martin.biz,2017-10-28,7658463,Angela,Christensen,False,20171028,False,False,False,False
Gary Walker,Gary_Walker@rogers-villa.com,2014-08-24,12976,Gary,Walker,False,20140824,False,False,False,True
Jeanette Holland,Jeanette_Holland@lester.com,24-08-1996,2306319,Jeanette,Holland,False,19960824,True,False,True,True
Lisa Hood,Lisa_Hood@vaughn.info,04/20/2018,562755,Lisa,Hood,False,20180420,False,False,False,False
Julie Smith,Julie_Smith@wheeler.info,1990/01/02,8632660,Julie,Smith,False,19900102,True,False,True,False
Natasha Griffith,Natasha_Griffith@holden.com,2000/07/15,953157,Natasha,Griffith,False,20000715,True,False,True,True
Lee Avila,Lee_Avila@taylor.com,1989/02/23,560637,Lee,Avila,False,19890223,True,False,True,True
Corey Thompson,Corey_Thompson@nelson.org,1964/05/28,1367241,Corey,Thompson,False,19640528,True,False,True,False
Penny Higgins,Penny_Higgins@middleton-malone.com,05/23/1973,90681,Penny,Higgins,False,19730523,True,False,True,True
Robert Norton,Robert_Norton@porter-ross.com,2000/02/09,641529,Robert,Norton,False,20000209,True,False,True,True
Jeffery Hall,Jeffery_Hall@black.com,13-01-1955,5836671,Jeffery,Hall,False,19550113,True,False,True,True
Nicole Hicks,Nicole_Hicks@moore.com,2002/02/26,302229,Nicole,Hicks,False,20020226,True,False,True,True
Megan Sparks,Megan_Sparks@martinez-cruz.com,1981-09-05,425199,Megan,Sparks,False,19810905,True,False,True,True
Shane Clark,Shane_Clark@rhodes.com,2008-02-08,6796266,Shane,Clark,False,20080208,False,False,False,True
Keith Hamilton,Keith_Hamilton@thomas.com,2016/10/26,12731,Keith,Hamilton,False,20161026,False,False,False,True
Danielle Garcia,Danielle_Garcia@newman.info,07/22/2002,83736,Danielle,Garcia,False,20020722,True,False,True,False
Lisa Jackson,Lisa_Jackson@morton-lowe.com,01/14/1973,8239 3203,Lisa,Jackson,False,19730114,True,False,True,True
Jay Johnson,Jay_Johnson@payne.net,03/21/2010,6089742,Jay,Johnson,False,20100321,False,False,False,True
Kelly Boyle,Kelly_Boyle@ballard-miller.net,2015/05/22,62471,Kelly,Boyle,False,20150522,False,False,False,True
Matthew Parker,Matthew_Parker@mckee.com,29-06-1950,357003,Matthew,Parker,False,19500629,True,False,True,True
Jennifer Ingram,Jennifer_Ingram@munoz-torres.info,09/10/1954,4388133,Jennifer,Ingram,False,19540910,True,False,True,False
Randall Edwards,Randall_Edwards@castro-mckay.com,07-10-2016,682629,Randall,Edwards,False,20161007,False,False,False,True
Krystal Green,Krystal_Green@hoover-pacheco.org,28-09-1950,94496,Krystal,Green,False,19500928,True,False,True,False
Hayden Simpson,Hayden_Simpson@adams-green.com,2018/05/04,18626,Hayden,Simpson,False,20180504,False,False,False,True
Dale Wells,Dale_Wells@thompson.com,1967-12-30,42811,Dale,Wells,False,19671230,True,False,True,True
David Davis,David_Davis@santiago-delgado.com,10/06/2000,347523,David,Davis,False,20001006,True,False,True,True
Cindy Curtis,Cindy_Curtis@nguyen-lambert.com,2011/07/24,604107,Cindy,Curtis,False,20110724,False,False,False,True
Danielle Woodward,Danielle_Woodward@garza-stanton.biz,27-09-2001,2209845,Danielle,Woodward,False,20010927,True,False,True,False
Jason Griffin,Jason_Griffin@bishop.net,30-01-2005,135597,Jason,Griffin,False,20050130,False,False,False,True
Kathy Reid,Kathy_Reid@smith.com,09-04-1960,96416,Kathy,Reid,False,19600409,True,False,True,True
Jackson Newman,Jackson_Newman@garrison-cox.org,10/10/1989,4225537,Jackson,Newman,False,19891010,True,False,True,False
Wesley Green,Wesley_Green@estrada-johnson.com,2011-03-30,377433,Wesley,Green,False,20110330,False,False,False,True
Miranda Mata,Miranda_Mata@martin.com,01/24/1993,6163 2395,Miranda,Mata,False,19930124,True,False,True,True
Laura Roman,Laura_Roman@harvey-kelley.net,11/14/1981,74756,Laura,Roman,False,19811114,True,False,True,True
James Frederick,James_Frederick@thomas.com,20-04-2013,49921,James,Frederick,False,20130420,False,False,False,True
Christopher Lewis,Christopher_Lewis@hampton.com,04/15/2001,650361,Christopher,Lewis,False,20010415,True,False,True,True
Regina Jackson,Regina_Jackson@mcconnell.info,2005-02-23,25845359,Regina,Jackson,False,20050223,False,True,False,False
Kristin Vargas,Kristin_Vargas@hawkins.com,1978/03/29,356253,Kristin,Vargas,False,19780329,True,False,True,True
Andrew Phillips,Andrew_Phillips@castro-gardner.org,02-12-1960,448035,Andrew,Phillips,False,19601202,True,False,True,False
William Johnson,William_Johnson@jones.biz,18-02-2009,97031,William,Johnson,False,20090218,False,False,False,False
Martin Garza,Martin_Garza@morris.info,1974-12-21,28343727,Martin,Garza,False,19741221,True,True,True,False
Glenn Hernandez,Glenn_Hernandez@daniel.net,19-06-1977,990351,Glenn,Hernandez,False,19770619,True,False,True,True
Corey Miller,Corey_Miller@tapia.com,02/13/1985,5036627,Corey,Miller,False,19850213,True,False,True,True
Mackenzie Anderson,Mackenzie_Anderson@welch.biz,22-05-1979,34401951,Mackenzie,Anderson,False,19790522,True,True,True,False
Brianna Barnes,Brianna_Barnes@gibson.org,07/21/1975,29706,Brianna,Barnes,False,19750721,True,False,True,False
Kyle Hunt,Kyle_Hunt@leblanc.com,10-10-1952,30006,Kyle,Hunt,False,19521010,True,False,True,True
Janet Sharp,Janet_Sharp@hernandez.com,1955-08-13,65061,Janet,Sharp,False,19550813,True,False,True,True
Austin Alexander,Austin_Alexander@ortiz.com,04/18/1995,1263 8703,Austin,Alexander,False,19950418,True,False,True,True
Bethany Roberts,Bethany_Roberts@edwards.com,08-12-1984,2722238,Bethany,Roberts,False,19841208,True,False,True,True
Tiffany Sanchez,Tiffany_Sanchez@roman.com,2017-08-05,936093,Tiffany,Sanchez,False,20170805,False,False,False,True
Robert Salas,Robert_Salas@lucero.net,1962-02-24,4614450,Robert,Salas,False,19620224,True,False,True,True
Cindy Joseph,Cindy_Joseph@phillips.com,1970/05/20,6731684,Cindy,Joseph,False,19700520,True,False,True,True
Joseph Lang,Joseph_Lang@lewis.com,1993/05/26,3968721,Joseph,Lang,False,19930526,True,False,True,True
Christina Barker,Christina_Barker@tucker.biz,15-07-1995,53266,Christina,Barker,False,19950715,True,False,True,False
Donna Juarez,Donna_Juarez@sanders-briggs.com,06/12/1955,6031 3867,Donna,Juarez,False,19550612,True,False,True,True
Charles Jackson,Charles_Jackson@romero.net,1986/11/05,380643,Charles,Jackson,False,19861105,True,False,True,True
Crystal Sims,Crystal_Sims@ritter.info,1966-02-28,4841383,Crystal,Sims,False,19660228,True,False,True,False
Mark Larson,Mark_Larson@bird.com,1952-09-23,9369907,Mark,Larson,False,19520923,True,False,True,True
Robert Owens,Robert_Owens@thompson.com,2018/06/05,483831,Robert,Owens,False,20180605,False,False,False,True
Aaron Juarez,Aaron_Juarez@ramos.com,06-11-2007,61671,Aaron,Juarez,False,20071106,False,False,False,True
Jonathan Chen,Jonathan_Chen@doyle.biz,30-11-1957,503457,Jonathan,Chen,False,19571130,True,False,True,False
Devon James,Devon_James@alexander.com,1957/08/22,504045,Devon,James,False,19570822,True,False,True,True
Michele Koch,Michele_Koch@haynes.com,1975/12/25,403737,Michele,Koch,False,19751225,True,False,True,True
Audrey Johnson,Audrey_Johnson@porter-kramer.biz,2000-02-06,4418562,Audrey,Johnson,False,20000206,True,False,True,False
Jennifer Whitaker,Jennifer_Whitaker@soto.com,07/24/1971,16306,Jennifer,Whitaker,False,19710724,True,False,True,True
Scott Mitchell,Scott_Mitchell@johnson.com,1977/06/20,36416,Scott,Mitchell,False,19770620,True,False,True,True
Natalie Woods,Natalie_Woods@carr.biz,1996-11-09,728829,Natalie,Woods,False,19961109,True,False,True,False
Terry Campbell,Terry_Campbell@clark-estrada.com,1983-08-15,7236524,Terry,Campbell,False,19830815,True,False,True,True
William Hall,William_Hall@wallace-stevens.com,08-12-1987,117183,William,Hall,False,19871208,True,False,True,True
Danielle Hughes,Danielle_Hughes@robinson-flowers.net,06/18/1997,320793,Danielle,Hughes,False,19970618,True,False,True,True
Gina Pena,Gina_Pena@patrick.com,1978-03-06,72886,Gina,Pena,False,19780306,True,False,True,True
Cynthia Mccann,Cynthia_Mccann@brown.biz,10-06-1984,98001,Cynthia,Mccann,False,19840610,True,False,True,False
Deborah Duran,Deborah_Duran@garcia.net,10/07/1983,993195,Deborah,Duran,False,19831007,True,False,True,True
Ashley Grant,Ashley_Grant@smith.biz,1977/11/02,4961237,Ashley,Grant,False,19771102,True,False,True,False
Mr. Edward Kennedy,Edward_Kennedy@thornton-white.com,2001/12/15,2922333,Edward,Kennedy,False,20011215,True,False,True,True
Laura Turner,Laura_Turner@anderson.net,19-02-1987,2389227,Laura,Turner,False,19870219,True,False,True,True
Kathryn Fox,Kathryn_Fox@alexander-jimenez.com,1963-05-27,623889,Kathryn,Fox,False,19630527,True,False,True,True
Mason Brown,Mason_Brown@barrett.com,26-11-1991,73961,Mason,Brown,False,19911126,True,False,True,True
Jacqueline Lee,Jacqueline_Lee@johnson.org,1973-05-31,91151,Jacqueline,Lee,False,19730531,True,False,True,False
Whitney Davis,Whitney_Davis@huff-cervantes.com,21-03-2002,4229814,Whitney,Davis,False,20020321,True,False,True,True
Michael Hurley,Michael_Hurley@anderson-trujillo.net,1958-07-26,9007643,Michael,Hurley,False,19580726,True,False,True,True
Carol Brown,Carol_Brown@nunez.biz,10/16/2015,536721,Carol,Brown,False,20151016,False,False,False,False
Gregory Perez,Gregory_Perez@pruitt-hodge.com,05-07-1976,171957,Gregory,Perez,False,19760705,True,False,True,True
Karen Heath,Karen_Heath@ramsey.com,01/04/1987,508365,Karen,Heath,False,19870104,True,False,True,True
Michael Daniels,Michael_Daniels@hayes-jackson.org,1968/09/23,4257849,Michael,Daniels,False,19680923,True,False,True,False
Donald Cooper,Donald_Cooper@skinner.net,2006-10-16,525369,Donald,Cooper,False,20061016,False,False,False,True
Joseph Swanson,Joseph_Swanson@miranda.com,1957/12/13,898827,Joseph,Swanson,False,19571213,True,False,True,True
Sonia Lynch,Sonia_Lynch@bowman-mccullough.biz,12/02/1963,6683 8511,Sonia,Lynch,False,19631202,True,False,True,False
Lawrence Walsh,Lawrence_Walsh@morris.biz,25-08-1981,5745489,Lawrence,Walsh,False,19810825,True,False,True,False
Michael Morales,Michael_Morales@carey.biz,16-11-1957,498015,Michael,Morales,False,19571116,True,False,True,False
Vernon Hill,Vernon_Hill@carrillo.biz,06/28/1988,40271,Vernon,Hill,False,19880628,True,False,True,False
Andrew Spencer,Andrew_Spencer@velasquez.com,1971/05/22,13686,Andrew,Spencer,False,19710522,True,False,True,True
Lee Peterson,Lee_Peterson@espinoza.com,1970/08/11,4502870,Lee,Peterson,False,19700811,True,False,True,True
Emily Hall,Emily_Hall@simpson-mccann.com,1993/01/13,173907,Emily,Hall,False,19930113,True,False,True,True
Julie Hartman,Julie_Hartman@hall.com,1993/09/27,6490282,Julie,Hartman,False,19930927,True,False,True,True
Rebecca Serrano,Rebecca_Serrano@martin.com,07/26/1965,4839 6631,Rebecca,Serrano,False,19650726,True,False,True,True
Anna Moore,Anna_Moore@campos.com,28-04-2000,85376,Anna,Moore,False,20000428,True,False,True,True
Natasha Woods,Natasha_Woods@perez.com,12/05/2015,67416,Natasha,Woods,False,20151205,False,False,False,True
Samuel Morrison,Samuel_Morrison@johnson.org,1961-07-07,93741,Samuel,Morrison,False,19610707,True,False,True,False
Heather Wood,Heather_Wood@kelly-cohen.com,1976/10/08,756489,Heather,Wood,False,19761008,True,False,True,True
Elizabeth Barrera,Elizabeth_Barrera@gibbs.biz,2000/08/16,15349719,Elizabeth,Barrera,False,20000816,True,True,True,False
Michael Avila,Michael_Avila@ramirez.org,01/23/1953,4615 8431,Michael,Avila,False,19530123,True,False,True,False
Justin Lopez,Justin_Lopez@gray.org,1954/05/06,290865,Justin,Lopez,False,19540506,True,False,True,False
Joseph Mathis,Joseph_Mathis@greene.com,1956/10/31,1554022,Joseph,Mathis,False,19561031,True,False,True,True
Travis Brewer,Travis_Brewer@campbell.biz,2004-08-30,18116,Travis,Brewer,False,20040830,False,False,False,False
Mary Snyder,Mary_Snyder@benson.com,2008-08-26,7772500,Mary,Snyder,False,20080826,False,False,False,True
Juan Liu,Juan_Liu@harvey.com,01/27/2014,134769,Juan,Liu,False,20140127,False,False,False,True
Sherry Simpson,Sherry_Simpson@hamilton-wilcox.com,1993-01-02,6626397,Sherry,Simpson,False,19930102,True,False,True,True
Lisa Shaffer,Lisa_Shaffer@beltran-browning.biz,01/29/1990,756045,Lisa,Shaffer,False,19900129,True,False,True,False
Juan Chapman,Juan_Chapman@huynh.info,1994/03/15,93221,Juan,Chapman,False,19940315,True,False,True,False
Paul York,Paul_York@fisher.org,15-02-2004,89802735,Paul,York,False,20040215,False,True,False,False
Gina Taylor,Gina_Taylor@yates-kelly.net,05/03/2017,3799 1599,Gina,Taylor,False,20170503,False,False,False,True
Nancy Williams,Nancy_Williams@davis.com,08-07-1997,4982741,Nancy,Williams,False,19970708,True,False,True,True
Brandon Nixon,Brandon_Nixon@salas.info,24-12-1967,50571,Brandon,Nixon,False,19671224,True,False,True,False
Mary Adams,Mary_Adams@hubbard.com,1979-04-26,28361,Mary,Adams,False,19790426,True,False,True,True
Jonathan Cooley,Jonathan_Cooley@yates-burke.com,02-11-1993,4419605,Jonathan,Cooley,False,19931102,True,False,True,True
Valerie Acosta,Valerie_Acosta@black-bridges.com,1976-05-27,142611,Valerie,Acosta,False,19760527,True,False,True,True
Tyler Rodriguez,Tyler_Rodriguez@nelson.com,11/23/1969,3831 6039,Tyler,Rodriguez,False,19691123,True,False,True,True
Terry Ali,Terry_Ali@ortiz.com,06/04/1995,73171,Terry,Ali,False,19950604,True,False,True,True
Nancy Velasquez,Nancy_Velasquez@ward.net,05/27/1962,6466860,Nancy,Velasquez,False,19620527,True,False,True,True
John Rose,John_Rose@reid.com,11/05/1984,3025786,John,Rose,False,19841105,True,False,True,True
Brian Ramos,Brian_Ramos@parks.com,2001/11/26,3940147,Brian,Ramos,False,20011126,True,False,True,True
John Joseph,John_Joseph@wilson-burton.org,02-04-1982,81841,John,Joseph,False,19820402,True,False,True,False
Lindsay Lopez,Lindsay_Lopez@foster.net,01/23/1982,6251 9943,Lindsay,Lopez,False,19820123,True,False,True,True
Amber Mathis,Amber_Mathis@jensen-jensen.info,1968/04/26,41337495,Amber,Mathis,False,19680426,True,True,True,False
Dr. Amy Melendez,Amy_Melendez@anderson-gibbs.info,05/14/1993,39311,Amy,Melendez,False,19930514,True,False,True,False
Glenda Chandler,Glenda_Chandler@hester.biz,12/05/2011,1548954,Glenda,Chandler,False,20111205,False,False,False,False
Seth Norman,Seth_Norman@hart.com,1955-02-17,1773360,Seth,Norman,False,19550217,True,False,True,True
Jessica Knight,Jessica_Knight@mcdowell-jones.info,1968-05-28,21071591,Jessica,Knight,False,19680528,True,True,True,False
Paul Price,Paul_Price@rojas.com,1998/10/31,323031,Paul,Price,False,19981031,True,False,True,True
Todd Carpenter,Todd_Carpenter@bowman-miller.com,1953-07-06,195069,Todd,Carpenter,False,19530706,True,False,True,True
Kathryn Greene,Kathryn_Greene@clay-ballard.biz,1973-08-03,2288385,Kathryn,Greene,False,19730803,True,False,True,False
Nicholas Meadows,Nicholas_Meadows@rogers-parrish.com,11/01/2007,53726,Nicholas,Meadows,False,20071101,False,False,False,True
Frank Reid,Frank_Reid@henry.com,17-03-1952,68536,Frank,Reid,False,19520317,True,False,True,True
Linda Lynn,Linda_Lynn@baker-jensen.com,08/12/1964,6000576,Linda,Lynn,False,19640812,True,False,True,True
Michael Johnson,Michael_Johnson@grimes-johnston.com,1999-06-11,27101,Michael,Johnson,False,19990611,True,False,True,True
Jessica Chavez,Jessica_Chavez@oliver.info,25-03-1995,68367639,Jessica,Chavez,False,19950325,True,True,True,False
Kayla Miller,Kayla_Miller@flores.com,1977-08-28,7848611,Kayla,Miller,False,19770828,True,False,True,True
Kristen Ortiz,Kristen_Ortiz@brooks.com,1999-05-30,9049160,Kristen,Ortiz,False,19990530,True,False,True,True
Vincent Kelley,Vincent_Kelley@johnson.com,05/29/1986,8760025,Vincent,Kelley,False,19860529,True,False,True,True
Angela Jackson,Angela_Jackson@sanchez.com,1975-08-23,50366,Angela,Jackson,False,19750823,True,False,True,True
Brenda Patterson,Brenda_Patterson@williamson.org,2016/03/14,38706,Brenda,Patterson,False,20160314,False,False,False,False
Tina Moody,Tina_Moody@dennis-fowler.org,2010-03-03,76401,Tina,Moody,False,20100303,False,False,False,False
Terry Greene,Terry_Greene@hernandez.com,2014/03/01,45216,Terry,Greene,False,20140301,False,False,False,True
Anthony Mitchell,Anthony_Mitchell@harris.net,15-08-1992,6435955,Anthony,Mitchell,False,19920815,True,False,True,True
Laura Mason,Laura_Mason@foley-williams.com,1958/10/24,7347145,Laura,Mason,False,19581024,True,False,True,True
Melissa Burton,Melissa_Burton@jones.com,1974-10-12,328821,Melissa,Burton,False,19741012,True,False,True,True
Christopher Ramirez,Christopher_Ramirez@wilson.com,2007-08-11,162129,Christopher,Ramirez,False,20070811,False,False,False,True
Randy Green,Randy_Green@griffin.info,1956-01-14,37511,Randy,Green,False,19560114,True,False,True,False
Michael Ross,Michael_Ross@martinez-tucker.com,2004-01-10,992109,Michael,Ross,False,20040110,False,False,False,True
Elizabeth Morris,Elizabeth_Morris@collins.com,1964-10-03,2493828,Elizabeth,Morris,False,19641003,True,False,True,True
Erica Williams,Erica_Williams@craig.com,25-12-1952,63091,Erica,Williams,False,19521225,True,False,True,True
Mrs. Grace Phillips,Grace_Phillips@foley-davis.info,1969-05-31,71945055,Grace,Phillips,False,19690531,True,True,True,False
Julie Johnson,Julie_Johnson@graves-cisneros.org,04/03/1969,857715,Julie,Johnson,False,19690403,True,False,True,False
Andrew Smith,Andrew_Smith@everett.biz,1976/10/15,3357992,Andrew,Smith,False,19761015,True,False,True,False
Aaron Anderson,Aaron_Anderson@buchanan.com,1992/09/06,68556,Aaron,Anderson,False,19920906,True,False,True,True
Mr. Julian Allen,Julian_Allen@johnson.com,1986-06-07,8215817,Julian,Allen,False,19860607,True,False,True,True
John Simpson,John_Simpson@gonzalez.org,1975-10-12,7080830,John,Simpson,False,19751012,True,False,True,False
Karen Salazar,Karen_Salazar@wu-cohen.com,05/02/1995,8939 4439,Karen,Salazar,False,19950502,True,False,True,True
Chelsea Williams,Chelsea_Williams@richardson-jones.net,25-06-1958,6541606,Chelsea,Williams,False,19580625,True,False,True,True
Denise Kent,Denise_Kent@smith.net,03-08-1957,587991,Denise,Kent,False,19570803,True,False,True,True
David Sullivan,David_Sullivan@garcia.biz,1951-11-14,75381,David,Sullivan,False,19511114,True,False,True,False
Tracy Irwin,Tracy_Irwin@dawson-williams.com,27-03-2010,84483503,Tracy,Irwin,False,20100327,False,True,False,True
Lisa Edwards,Lisa_Edwards@anderson.biz,13-03-2004,533865,Lisa,Edwards,False,20040313,False,False,False,False
Christopher Ruiz,Christopher_Ruiz@west-lynch.com,1978-05-21,92256,Christopher,Ruiz,False,19780521,True,False,True,True
Laura Crane,Laura_Crane@reynolds.net,17-11-1963,9065414,Laura,Crane,False,19631117,True,False,True,True
James Robbins,James_Robbins@saunders.com,12-11-1972,834663,James,Robbins,False,19721112,True,False,True,True
